AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
853308.43,4558.261,212,367,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
923225.06,4077.416,213,368,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
9853326,12824.333,214,369,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
817920.43,3661.093,215,370,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
176000000,3354778,216,18,M139A,POLAR DOMAIN,Subarctic Regime Mountains,Upper Yukon Tayga-Meadow Province,Upper Yukon Highlands Section
626208.75,3318.71,217,371,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
675000000,1534460.5,218,10,M131B,POLAR DOMAIN,Subarctic Regime Mountains,Yukon Intermontane Plateaus Tayga-Meadow Province,Koskokwim Mountains Section
435984.12,2871.039,219,372,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
362473.06,2242.736,220,373,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
153947840,65406.59,221,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
602985.43,4054.722,222,374,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1352339.5,6673.258,223,375,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
402342.68,3386.368,224,376,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
116938000,79416.031,225,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
629192.62,3790.531,226,377,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
2989225,10894.577,227,378,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
266941.81,2006.462,228,379,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
273595.81,2395.51,229,380,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
618440.25,3952.236,230,381,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
526130.5,3167.201,231,382,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
266787.03,2309.306,232,383,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
729852.62,3635.603,233,384,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
1080200.6,4561.267,234,385,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
3446009.2,8348.267,235,386,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
73079544,78978.422,236,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1104108.1,4147.63,237,387,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
5864619,17989.49,238,388,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
37298012,37578.469,239,389,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
3438868.2,8440.757,240,390,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
2036678,5982.925,241,391,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
593988.56,3176.474,242,392,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
18739728,27413.525,243,393,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
394141.12,2610.791,244,394,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
17731684,22914.34,245,395,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
624811.5,3461.34,246,396,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
5177772.5,8736.974,247,397,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
13392348,18479.164,248,398,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
444959.46,3232.076,249,399,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
169491.56,1888.541,250,400,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
90880976,48821.875,251,401,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
398377.34,2495.096,252,402,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1652107.5,5422.674,253,403,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
735480.43,3657.461,254,404,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
107000000,502622.59,255,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
123144.5,1415.13,256,405,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
862469.5,5704.807,257,406,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
562976.37,3010.957,258,407,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
2792824.2,12739.8,259,408,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
3404088.5,14134.936,260,409,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
307827.68,2210.765,261,410,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
1054807,4809.922,262,411,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
225748.03,1804.598,263,412,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
311789.31,2099.485,264,413,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
335000000,901629.75,265,4,-139A,POLAR DOMAIN,Subarctic Division,Upper Yukon Tayga Province,Upper Yukon Flats Section
583554.31,3152.657,266,414,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1651402.7,5872.55,267,415,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
668570.12,3608.54,268,416,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
935520.18,4648.191,269,417,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
137639.78,1448.486,270,418,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
506350.03,3265.429,271,419,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
411258.46,2498.594,272,420,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
448684576,237149.96,273,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
426000000,1346040.5,274,12,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
883963.62,3767.485,275,421,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
143947.18,1480.638,276,422,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
150495.31,1680.49,277,423,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
204336224,64701.863,278,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
48956456,49527.41,279,11,-125B,POLAR DOMAIN,Tundra Division,Bering Tundra (Northern) Province,Yukon-Kuskokwim Delta Section
124000000,2736866,280,19,M135A,POLAR DOMAIN,Subarctic Regime Mountains,Alaska Range Humid Tayga-Tundra-Meadow Province,Alaska Mountains Section
48437684,28932.797,281,424,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
206646.71,1735.559,282,425,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
8261795.5,12256.496,283,426,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
236000000,851956.18,284,14,M131C,POLAR DOMAIN,Subarctic Regime Mountains,Yukon Intermontane Plateaus Tayga-Meadow Province,Nushagak-Lime Hills Section
169514944,61895.637,285,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
275870.46,2022.543,286,427,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
41630548,26299.162,287,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
309949216,105805.22,288,12,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
53761928,31131.586,289,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
9084250,12372.053,290,428,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
166516752,75189.68,291,429,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
40177804,28857.107,292,430,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
4598204,11208.141,293,431,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
14989016,18633.594,294,432,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
18215128,25451.195,295,433,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
148850.65,1517.036,296,434,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
161000000,1138877.8,297,20,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
227138.87,2024.753,298,435,M126A,POLAR DOMAIN,Tundra Regime Mountains,Ahklun Mountains Tundra-Meadow Province,Ahklun Mountains Section
1041623.5,5084.758,299,436,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
176000000,341020.46,300,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
4152286.2,14032.063,301,439,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1164570.3,5317.039,302,440,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
2922774.2,7129.64,303,441,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
229881.03,1927.158,304,442,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1851206.5,7115.219,305,443,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
404330.21,2653.746,306,444,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
213167.43,1772.023,307,445,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
271000000,887142.37,308,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
163214.46,1645.632,309,446,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
258369.56,1906.187,310,447,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
165646.65,1594.401,311,448,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
155445.75,1580.557,312,449,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
443589.9,2530.948,313,450,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
602695.68,3720.648,314,451,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
8901068,20461.975,315,452,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
625274.5,3319.577,316,453,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
323651.87,2286.948,317,454,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
235214.06,1958.013,318,455,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
332762432,112844.28,319,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
26977500,23285.158,320,456,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
554652.56,3205.208,321,457,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
2588513,7845.676,322,458,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
160647776,105189.06,323,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
214572.59,1875.35,324,459,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
101156144,77007.438,325,460,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
165000000,249680.43,326,13,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
386731.56,2360.601,327,461,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
983319,4165.762,328,462,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
241000000,332418.31,329,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
258257.31,2031.074,330,463,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
477539.65,2734.209,331,464,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
13300049,16405.887,332,465,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1434589.2,4448.209,333,466,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
37875980,41248.652,334,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
14391435,14417.882,335,467,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
90771760,63008.621,336,17,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
11003675,19729.191,337,468,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
380275.75,2863.834,338,469,M127B,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Aleutian Islands Section
1468401.8,5211.07,339,470,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
6788500.5,17262.08,340,471,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
344000000,705546.87,341,13,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
7376376,26057.398,342,472,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
4440638,19266.133,343,473,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
156000000,559424.68,344,21,-135B,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cooper River Basin Section
445448.62,3033.202,345,474,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
394535.34,2784.248,346,475,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
788881.75,4104.791,347,476,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
212343024,89239.383,348,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
529883.81,3145.209,349,477,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
826344,3853.46,350,478,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
565928.68,3390.213,351,479,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
706786.68,4326.959,352,480,-135A,POLAR DOMAIN,Subarctic Division,Coastal Trough Humid Tayga Province,Cook Inlet Lowlands Section
497121.9,3356.284,353,481,-126A,POLAR DOMAIN,Tundra Division,Bering Tundra (Southern) Province,Bristol Bay Lowlands Section
400312.93,2669.687,354,482,M135A,POLAR DOMAIN,Subarctic Regime Mountains,Alaska Range Humid Tayga-Tundra-Meadow Province,Alaska Mountains Section
299712224,131005.79,355,15,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
464454.5,3176.086,356,483,M135A,POLAR DOMAIN,Subarctic Regime Mountains,Alaska Range Humid Tayga-Tundra-Meadow Province,Alaska Mountains Section
