SAMPLE,OTU,ABUNDANCE
NTP36,809-Root; k__Bacteria; p__Chloroflexi,1
NTP6,809-Root; k__Bacteria; p__Chloroflexi,1
NTP33,841-Root; k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae,1
NTP36,841-Root; k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae,2
NTP9,841-Root; k__Bacteria; p__Armatimonadetes; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae,1
NTP11,885-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__A4b; f__,1
NTP22,927-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__,1
NTP12,965-Root; k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__HN1-15; f__,2
NTP18,965-Root; k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__HN1-15; f__,1
NTP5,965-Root; k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__HN1-15; f__,1
NTP22,966-Root; k__Bacteria,1
NTP14,967-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,1
NTP27,967-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__S085; f__,2
NTP1,972-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP34,975-Root; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,1
NTP38,976-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP6,979-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__,1
NTP2,995-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP10,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,3
NTP11,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,2
NTP14,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP21,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP22,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP6,1025-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP16,1028-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP23,1028-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP25,1028-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP26,1032-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Pirellulales; f__Pirellulaceae,1
NTP1,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP10,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP12,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP16,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP18,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP2,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP21,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP22,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,5
NTP24,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP25,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP26,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP28,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP29,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP3,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP32,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,7
NTP33,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP34,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP38,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP39,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP4,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,5
NTP5,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP6,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP7,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP8,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP9,1045-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP10,1061-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP11,1061-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP8,1061-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP29,1062-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP11,1069-Root; k__Bacteria,1
NTP3,1078-Root; k__Bacteria,1
NTP36,1079-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__; f__,1
NTP1,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,10
NTP10,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP11,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP12,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP13,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP14,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,6
NTP16,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,12
NTP18,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,9
NTP2,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP21,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,4
NTP22,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,12
NTP23,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP24,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP25,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,8
NTP26,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP27,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP28,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,6
NTP29,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,7
NTP3,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP32,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP33,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP34,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,9
NTP36,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,6
NTP38,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP39,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,9
NTP4,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP6,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,6
NTP7,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,15
NTP8,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP9,1088-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP10,1097-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP38,1097-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP26,1100-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__AKYG885; f__5B-12,1
NTP25,1115-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__,2
NTP12,1122-Root; k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae,1
NTP14,1122-Root; k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae,2
NTP1,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP11,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP24,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP33,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,2
NTP5,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP8,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP9,1127-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__MC47; f__,1
NTP12,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP14,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP16,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP24,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP25,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,2
NTP27,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,2
NTP34,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,2
NTP36,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP9,1128-Root; k__Bacteria; p__BRC1; c__PRR-11; o__; f__,1
NTP22,1130-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__AKYG885; f__5B-12,1
NTP32,1130-Root; k__Bacteria; p__Chloroflexi; c__Bljii12; o__AKYG885; f__5B-12,1
NTP3,1143-Root; k__Bacteria; p__Chloroflexi; c__TK17; o__; f__,1
NTP21,1152-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae,1
NTP2,1172-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP10,1177-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP14,1177-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP24,1177-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP28,1177-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP34,1177-Root; k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Acidimicrobiales; f__EB1017,1
NTP1,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP10,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP12,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP16,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP2,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP5,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP7,1197-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP1,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,5
NTP11,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP12,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP13,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP14,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP18,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP2,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP22,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP3,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP36,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,4
NTP4,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,4
NTP5,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP9,1205-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,4
NTP9,1221-Root; k__Bacteria; p__Armatimonadetes; c__S1a-1H; o__; f__,1
NTP1,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP11,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP14,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,3
NTP36,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP4,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP6,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP7,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP9,1225-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP2,1226-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,2
NTP22,1226-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,2
NTP27,1226-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP33,1228-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP9,1228-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP10,1348-Root; k__Bacteria,1
NTP29,1348-Root; k__Bacteria,1
NTP4,1348-Root; k__Bacteria,2
NTP6,1348-Root; k__Bacteria,1
NTP7,1348-Root; k__Bacteria,1
NTP9,1348-Root; k__Bacteria,1
NTP1,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,8
NTP11,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,16
NTP12,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP13,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,8
NTP14,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP16,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP18,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,4
NTP2,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,8
NTP21,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,7
NTP22,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP24,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP25,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP27,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP28,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP29,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,8
NTP3,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,10
NTP33,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP34,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP36,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP38,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP39,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP4,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,7
NTP5,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,6
NTP6,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,11
NTP7,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,4
NTP8,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,10
NTP9,1354-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP14,1355-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,1
NTP7,1355-Root; k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__,2
NTP11,1359-Root; k__Bacteria; p__SR1; c__; o__; f__,1
NTP11,1360-Root; k__Bacteria; p__OP11; c__OP11-3; o__; f__,1
NTP13,1362-Root; k__Bacteria; p__Armatimonadetes; c__S1a-1H; o__; f__,1
NTP2,1362-Root; k__Bacteria; p__Armatimonadetes; c__S1a-1H; o__; f__,1
NTP28,1362-Root; k__Bacteria; p__Armatimonadetes; c__S1a-1H; o__; f__,1
NTP6,1362-Root; k__Bacteria; p__Armatimonadetes; c__S1a-1H; o__; f__,1
NTP14,1363-Root; k__Bacteria; p__Chloroflexi; c__Bljii12,1
NTP18,1410-Root; k__Bacteria,1
NTP6,1410-Root; k__Bacteria,1
NTP23,1421-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,1
NTP26,1421-Root; k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae,2
NTP10,1428-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__,1
NTP39,1430-Root; k__Bacteria; p__Armatimonadetes; c__Armatimonadia; o__Armatimonadales; f__Armatimonadaceae,2
NTP10,1457-Root; k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__Thermomicrobiales; f__,1
NTP38,1459-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__,1
NTP39,1459-Root; k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__S0208; f__,1
NTP18,1462-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,2
NTP22,1469-Root; k__Bacteria,2
NTP10,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP11,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP13,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP14,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP16,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,5
NTP18,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP21,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP26,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP28,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP3,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,3
NTP34,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP36,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP5,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP6,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP7,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,2
NTP8,1473-Root; k__Bacteria; p__SPAM; c__0319-6G9; o__; f__,1
NTP4,1478-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,2
NTP29,1491-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae,1
NTP3,1491-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae,1
NTP5,1491-Root; k__Bacteria; p__Planctomycetes; c__Phycisphaerae,1
NTP18,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,3
NTP23,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,4
NTP27,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP3,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP36,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP38,1539-Root; k__Bacteria; p__Planctomycetes; c__Planctomycea; o__Gemmatales; f__Gemmataceae,1
NTP10,1587-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,2
NTP18,1587-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP22,1587-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP25,1587-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP33,1587-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP10,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP11,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,3
NTP12,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,2
NTP13,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP14,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,2
NTP16,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,4
NTP18,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,2
NTP2,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP21,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP22,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,2
NTP23,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,2
NTP24,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP25,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,4
NTP28,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP29,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
NTP3,1600-Root; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae,1
